Handle    	Owner               	Type                	Memory    
0x09300849	weapons.smx         	IBaseMenu           	679       
0x0931084a	weapons.smx         	IBaseMenu           	722       
0x0932084b	weapons.smx         	IBaseMenu           	799       
0x0933084c	weapons.smx         	IBaseMenu           	694       
0x0934084d	weapons.smx         	IBaseMenu           	621       
0x0935084e	weapons.smx         	IBaseMenu           	704       
0x0936084f	weapons.smx         	IBaseMenu           	622       
0x09370850	weapons.smx         	IBaseMenu           	739       
0x09380851	weapons.smx         	IBaseMenu           	682       
0x09390852	weapons.smx         	IBaseMenu           	583       
0x093a0853	weapons.smx         	IBaseMenu           	601       
0x093b0854	weapons.smx         	IBaseMenu           	796       
0x093c0855	weapons.smx         	IBaseMenu           	798       
0x093d0856	weapons.smx         	IBaseMenu           	795       
0x093e0857	weapons.smx         	IBaseMenu           	595       
0x093f0858	weapons.smx         	IBaseMenu           	601       
0x09400859	weapons.smx         	IBaseMenu           	803       
0x0941085a	weapons.smx         	IBaseMenu           	605       
0x0942085b	weapons.smx         	IBaseMenu           	605       
0x0943085c	weapons.smx         	IBaseMenu           	596       
0x0944085d	weapons.smx         	IBaseMenu           	817       
0x0945085e	weapons.smx         	IBaseMenu           	585       
0x0946085f	weapons.smx         	IBaseMenu           	586       
0x09470860	weapons.smx         	IBaseMenu           	588       
0x09480861	weapons.smx         	IBaseMenu           	585       
0x09490862	weapons.smx         	IBaseMenu           	342       
0x094a0863	weapons.smx         	IBaseMenu           	353       
0x094b0864	weapons.smx         	IBaseMenu           	354       
0x094c0865	weapons.smx         	IBaseMenu           	354       
0x094d0866	weapons.smx         	IBaseMenu           	351       
0x094e0867	weapons.smx         	IBaseMenu           	354       
0x09500868	weapons.smx         	IBaseMenu           	779       
0x09510869	weapons.smx         	IBaseMenu           	861       
0x0952086a	weapons.smx         	IBaseMenu           	760       
0x0953086b	weapons.smx         	IBaseMenu           	682       
0x0954086c	weapons.smx         	IBaseMenu           	748       
0x0955086d	weapons.smx         	IBaseMenu           	661       
0x0956086e	weapons.smx         	IBaseMenu           	641       
0x0957086f	weapons.smx         	IBaseMenu           	784       
0x09580870	weapons.smx         	IBaseMenu           	689       
0x09590871	weapons.smx         	IBaseMenu           	920       
0x095a0872	weapons.smx         	IBaseMenu           	685       
0x095b0873	weapons.smx         	IBaseMenu           	706       
0x095c0874	weapons.smx         	IBaseMenu           	801       
0x095d0875	weapons.smx         	IBaseMenu           	437       
0x095e0876	weapons.smx         	IBaseMenu           	740       
0x095f0877	weapons.smx         	IBaseMenu           	682       
0x09600878	weapons.smx         	IBaseMenu           	641       
0x09610879	weapons.smx         	IBaseMenu           	665       
0x0962087a	weapons.smx         	IBaseMenu           	440       
0x0963087b	weapons.smx         	IBaseMenu           	501       
0x0964087c	weapons.smx         	IBaseMenu           	659       
0x0965087d	weapons.smx         	IBaseMenu           	822       
0x0966087e	weapons.smx         	IBaseMenu           	679       
0x0967087f	weapons.smx         	IBaseMenu           	722       
0x09680880	weapons.smx         	IBaseMenu           	799       
0x09690881	weapons.smx         	IBaseMenu           	694       
0x096a0882	weapons.smx         	IBaseMenu           	621       
0x096b0883	weapons.smx         	IBaseMenu           	704       
0x096c0884	weapons.smx         	IBaseMenu           	622       
0x096d0885	weapons.smx         	IBaseMenu           	739       
0x096e0886	weapons.smx         	IBaseMenu           	682       
0x096f0887	weapons.smx         	IBaseMenu           	583       
0x09700888	weapons.smx         	IBaseMenu           	601       
0x09710889	weapons.smx         	IBaseMenu           	796       
0x0972088a	weapons.smx         	IBaseMenu           	798       
0x0973088b	weapons.smx         	IBaseMenu           	795       
0x0974088c	weapons.smx         	IBaseMenu           	595       
0x0975088d	weapons.smx         	IBaseMenu           	601       
0x0976088e	weapons.smx         	IBaseMenu           	803       
0x0977088f	weapons.smx         	IBaseMenu           	605       
0x09780890	weapons.smx         	IBaseMenu           	605       
0x09790891	weapons.smx         	IBaseMenu           	596       
0x097a0892	weapons.smx         	IBaseMenu           	817       
0x097b0893	weapons.smx         	IBaseMenu           	585       
0x097c0894	weapons.smx         	IBaseMenu           	586       
0x097d0895	weapons.smx         	IBaseMenu           	588       
0x097e0896	weapons.smx         	IBaseMenu           	585       
0x097f0897	weapons.smx         	IBaseMenu           	342       
0x09800898	weapons.smx         	IBaseMenu           	353       
0x09810899	weapons.smx         	IBaseMenu           	354       
0x0982089a	weapons.smx         	IBaseMenu           	354       
0x0983089b	weapons.smx         	IBaseMenu           	351       
0x0984089c	weapons.smx         	IBaseMenu           	354       
0x0986089d	weapons.smx         	IBaseMenu           	779       
0x0987089e	weapons.smx         	IBaseMenu           	861       
0x0988089f	weapons.smx         	IBaseMenu           	760       
0x098908a0	weapons.smx         	IBaseMenu           	682       
0x098a08a1	weapons.smx         	IBaseMenu           	748       
0x098b08a2	weapons.smx         	IBaseMenu           	661       
0x098c08a3	weapons.smx         	IBaseMenu           	641       
0x098d08a4	weapons.smx         	IBaseMenu           	784       
0x098e08a5	weapons.smx         	IBaseMenu           	689       
0x098f08a6	weapons.smx         	IBaseMenu           	920       
0x099008a7	weapons.smx         	IBaseMenu           	685       
0x099108a8	weapons.smx         	IBaseMenu           	706       
0x099208a9	weapons.smx         	IBaseMenu           	801       
0x099308aa	weapons.smx         	IBaseMenu           	437       
0x099408ab	weapons.smx         	IBaseMenu           	740       
0x099508ac	weapons.smx         	IBaseMenu           	682       
0x099608ad	weapons.smx         	IBaseMenu           	641       
0x099708ae	weapons.smx         	IBaseMenu           	665       
0x099808af	weapons.smx         	IBaseMenu           	440       
0x099908b0	weapons.smx         	IBaseMenu           	501       
0x099a08b1	weapons.smx         	IBaseMenu           	659       
0x099b08b2	weapons.smx         	IBaseMenu           	822       
0x099c08b3	weapons.smx         	IBaseMenu           	679       
0x099d08b4	weapons.smx         	IBaseMenu           	722       
0x099e08b5	weapons.smx         	IBaseMenu           	799       
0x099f08b6	weapons.smx         	IBaseMenu           	694       
0x09a008b7	weapons.smx         	IBaseMenu           	621       
0x09a108b8	weapons.smx         	IBaseMenu           	704       
0x09a208b9	weapons.smx         	IBaseMenu           	622       
0x09a308ba	weapons.smx         	IBaseMenu           	739       
0x09a408bb	weapons.smx         	IBaseMenu           	682       
0x09a508bc	weapons.smx         	IBaseMenu           	583       
0x09a608bd	weapons.smx         	IBaseMenu           	601       
0x09a708be	weapons.smx         	IBaseMenu           	796       
0x09a808bf	weapons.smx         	IBaseMenu           	798       
0x09a908c0	weapons.smx         	IBaseMenu           	795       
0x09aa08c1	weapons.smx         	IBaseMenu           	595       
0x09ab08c2	weapons.smx         	IBaseMenu           	601       
0x09ac08c3	weapons.smx         	IBaseMenu           	803       
0x09ad08c4	weapons.smx         	IBaseMenu           	605       
0x09ae08c5	weapons.smx         	IBaseMenu           	605       
0x09af08c6	weapons.smx         	IBaseMenu           	596       
0x09b008c7	weapons.smx         	IBaseMenu           	817       
0x09b108c8	weapons.smx         	IBaseMenu           	585       
0x09b208c9	weapons.smx         	IBaseMenu           	586       
0x09b308ca	weapons.smx         	IBaseMenu           	588       
0x09b408cb	weapons.smx         	IBaseMenu           	585       
0x09b508cc	weapons.smx         	IBaseMenu           	342       
0x09b608cd	weapons.smx         	IBaseMenu           	353       
0x09b708ce	weapons.smx         	IBaseMenu           	354       
0x09b808cf	weapons.smx         	IBaseMenu           	354       
0x09b908d0	weapons.smx         	IBaseMenu           	351       
0x09ba08d1	weapons.smx         	IBaseMenu           	354       
0x09bc08d2	weapons.smx         	IBaseMenu           	779       
0x09bd08d3	weapons.smx         	IBaseMenu           	861       
0x09be08d4	weapons.smx         	IBaseMenu           	760       
0x09bf08d5	weapons.smx         	IBaseMenu           	682       
0x09c008d6	weapons.smx         	IBaseMenu           	748       
0x09c108d7	weapons.smx         	IBaseMenu           	661       
0x09c208d8	weapons.smx         	IBaseMenu           	641       
0x09c308d9	weapons.smx         	IBaseMenu           	784       
0x09c408da	weapons.smx         	IBaseMenu           	689       
0x09c508db	weapons.smx         	IBaseMenu           	920       
0x09c608dc	weapons.smx         	IBaseMenu           	685       
0x09c708dd	weapons.smx         	IBaseMenu           	706       
0x09c808de	weapons.smx         	IBaseMenu           	801       
0x09c908df	weapons.smx         	IBaseMenu           	437       
0x09ca08e0	weapons.smx         	IBaseMenu           	740       
0x09cb08e1	weapons.smx         	IBaseMenu           	682       
0x09cc08e2	weapons.smx         	IBaseMenu           	641       
0x09cd08e3	weapons.smx         	IBaseMenu           	665       
0x09ce08e4	weapons.smx         	IBaseMenu           	440       
0x09cf08e5	weapons.smx         	IBaseMenu           	501       
0x09d008e6	weapons.smx         	IBaseMenu           	659       
0x09d108e7	weapons.smx         	IBaseMenu           	822       
0x09d208e8	weapons.smx         	IBaseMenu           	679       
0x09d308e9	weapons.smx         	IBaseMenu           	722       
0x09d408ea	weapons.smx         	IBaseMenu           	799       
0x09d508eb	weapons.smx         	IBaseMenu           	694       
0x09d608ec	weapons.smx         	IBaseMenu           	621       
0x09d708ed	weapons.smx         	IBaseMenu           	704       
0x09d808ee	weapons.smx         	IBaseMenu           	622       
0x09d908ef	weapons.smx         	IBaseMenu           	739       
0x09da08f0	weapons.smx         	IBaseMenu           	682       
0x09db08f1	weapons.smx         	IBaseMenu           	583       
0x09dc08f2	weapons.smx         	IBaseMenu           	601       
0x09dd08f3	weapons.smx         	IBaseMenu           	796       
0x09de08f4	weapons.smx         	IBaseMenu           	798       
0x09df08f5	weapons.smx         	IBaseMenu           	795       
0x09e008f6	weapons.smx         	IBaseMenu           	595       
0x09e108f7	weapons.smx         	IBaseMenu           	601       
0x09e208f8	weapons.smx         	IBaseMenu           	803       
0x09e308f9	weapons.smx         	IBaseMenu           	605       
0x09e408fa	weapons.smx         	IBaseMenu           	605       
0x09e508fb	weapons.smx         	IBaseMenu           	596       
